"samp","genotypeLabels...3."
"1219_Derici","Plate_7_Samp_37"
"462_Besev","Plate_7_Samp_38"
"2912_Sirna","Plate_7_Samp_39"
"2054_Kayatape","Plate_7_Samp_4"
"3008_Sirnak","Plate_7_Samp_40"
"3084_Sirnak","Plate_7_Samp_41"
"2097_Kayatape","Plate_7_Samp_42"
"579_Cermik","Plate_7_Samp_43"
"2658_S2Drd","Plate_7_Samp_44"
"2907_Sirna","Plate_7_Samp_45"
"1568_Kalkan","Plate_7_Samp_46"
"2761_Sarikaya","Plate_7_Samp_47"
"372_Bari3","Plate_7_Samp_48"
"1465_Egil","Plate_7_Samp_49"
"3149_Sirnak","Plate_7_Samp_5"
"2457_Oyali","Plate_7_Samp_50"
"2557_S2Drd","Plate_7_Samp_51"
"2140_Kesantas","Plate_7_Samp_52"
"2977_Sirnak","Plate_7_Samp_53"
"2488_Oyali","Plate_7_Samp_54"
"2355_Oyali","Plate_7_Samp_55"
"2403_Oyali","Plate_7_Samp_56"
"107_Bari2","Plate_7_Samp_57"
"1572_Kalkan","Plate_7_Samp_58"
"2299_Ortan","Plate_7_Samp_59"
"2468_Oyali","Plate_7_Samp_6"
"1270_Destek","Plate_7_Samp_60"
"1904_Karabace","Plate_7_Samp_61"
"680_Cudi1","Plate_7_Samp_62"
"1198_Derici","Plate_7_Samp_63"
"2102_Kayatape","Plate_7_Samp_64"
"2096_Kayatape","Plate_7_Samp_65"
"1976_Karabace","Plate_7_Samp_66"
"1626_Kalkan","Plate_7_Samp_67"
"589_Cermik","Plate_7_Samp_68"
"2387_Oyali","Plate_7_Samp_69"
"3281_Sirnak","Plate_7_Samp_7"
"989_Cudi2","Plate_7_Samp_70"
"355_Bari3","Plate_7_Samp_71"
"741_Cudi1","Plate_7_Samp_72"
"965_Cudi2","Plate_7_Samp_73"
"2044_Kayatape","Plate_7_Samp_74"
"2337_Oyali","Plate_7_Samp_75"
"1645_Kalkan","Plate_7_Samp_76"
"893_Cudi2","Plate_7_Samp_77"
"424_Bari3","Plate_7_Samp_78"
"520_Besev","Plate_7_Samp_79"
"2804_Savur","Plate_7_Samp_8"
"1669_Kalkan","Plate_7_Samp_80"
"3051_Sirnak","Plate_7_Samp_81"
"1519_Gunas","Plate_7_Samp_82"
"2349_Oyali","Plate_7_Samp_83"
"1439_Egil","Plate_7_Samp_84"
"1075_Cudi2","Plate_7_Samp_85"
"1993_Karabace","Plate_7_Samp_86"
"1194_Derici","Plate_7_Samp_87"
"655_Cudi1","Plate_7_Samp_88"
"316_Bari3","Plate_7_Samp_89"
"697_Cudi1","Plate_7_Samp_9"
"2759_Sarikaya","Plate_7_Samp_90"
"123_Bari2","Plate_7_Samp_91"
"2112_Kayatepe","Plate_7_Samp_92"
"1343_Destek","Plate_7_Samp_93"
"1628_Kalkan","Plate_7_Samp_94"
"1718_Karab","Plate_7_Samp_95"
"2726_Sarikaya","Plate_8_Samp_1"
"2811_Savur","Plate_8_Samp_10"
"1675_Kalkan","Plate_8_Samp_11"
"37_Bari1","Plate_8_Samp_12"
"2392_Oyali","Plate_8_Samp_13"
"1806_Karabace","Plate_8_Samp_14"
"2383_Oyali","Plate_8_Samp_15"
"2644_S2Drd","Plate_8_Samp_16"
"2976_Sirnak","Plate_8_Samp_17"
"1569_Kalkan","Plate_8_Samp_18"
"733_Cudi1","Plate_8_Samp_19"
"257_Bari3","Plate_8_Samp_2"
"734_Cudi1","Plate_8_Samp_20"
"3064_Sirnak","Plate_8_Samp_21"
"2498_S2Drd","Plate_8_Samp_22"
"1330_Destek","Plate_8_Samp_23"
"2331_Oyali","Plate_8_Samp_24"
"2776_Sarikaya","Plate_8_Samp_25"
"388_Bari3","Plate_8_Samp_26"
"1234_Destek","Plate_8_Samp_27"
"524_Cermik","Plate_8_Samp_28"
"1643_Kalkan","Plate_8_Samp_29"
"1722_Karab","Plate_8_Samp_3"
"2454_Oyali","Plate_8_Samp_30"
"3125_Sirnak","Plate_8_Samp_31"
"849_Cudi2","Plate_8_Samp_32"
"1218_Derici","Plate_8_Samp_33"
"662_Cudi1","Plate_8_Samp_34"
"1757_Karabace","Plate_8_Samp_35"
"552_Cermik","Plate_8_Samp_36"
"571_Cermik","Plate_8_Samp_37"
"325_Bari3","Plate_8_Samp_38"
"816_Cudi1","Plate_8_Samp_39"
"710_Cudi1","Plate_8_Samp_4"
"1862_Karabace","Plate_8_Samp_40"
"1026_Cudi2","Plate_8_Samp_41"
"369_Bari3","Plate_8_Samp_42"
"382_Bari3","Plate_8_Samp_43"
"1709_Karab","Plate_8_Samp_44"
"3184_Sirnak","Plate_8_Samp_45"
"653_Cudi1","Plate_8_Samp_46"
"2701_Sarika","Plate_8_Samp_47"
"2395_Oyali","Plate_8_Samp_48"
"542_Cermik","Plate_8_Samp_49"
"2825_Savur-Pina","Plate_8_Samp_5"
"1907_Karabace","Plate_8_Samp_50"
"724_Cudi1","Plate_8_Samp_51"
"289_Bari3","Plate_8_Samp_52"
"1527_Gunas","Plate_8_Samp_53"
"841_Cudi2","Plate_8_Samp_54"
"3201_Sirnak","Plate_8_Samp_55"
"2963_Sirnak","Plate_8_Samp_56"
"804_Cudi1","Plate_8_Samp_57"
"2203_Kesentas","Plate_8_Samp_58"
"978_Cudi2","Plate_8_Samp_59"
"3086_Sirnak","Plate_8_Samp_6"
"1955_Karabace","Plate_8_Samp_60"
"706_Cudi1","Plate_8_Samp_61"
"586_Cermik","Plate_8_Samp_62"
"183_Bari3","Plate_8_Samp_63"
"1104_Cudi2","Plate_8_Samp_64"
"1161_Derici","Plate_8_Samp_65"
"1085_Cudi2","Plate_8_Samp_66"
"3256_Sirnak","Plate_8_Samp_67"
"2071_Kayatape","Plate_8_Samp_68"
"3050_Sirnak","Plate_8_Samp_69"
"2884_Sirna","Plate_8_Samp_7"
"340_Bari3","Plate_8_Samp_70"
"3101_Sirnak","Plate_8_Samp_71"
"336_Bari3","Plate_8_Samp_72"
"1912_Karabace","Plate_8_Samp_73"
"1630_Kalkan","Plate_8_Samp_74"
"2167_Kesantas","Plate_8_Samp_75"
"416_Bari3","Plate_8_Samp_76"
"2193_Kesentas","Plate_8_Samp_77"
"192_Bari3","Plate_8_Samp_78"
"1744_Karabace","Plate_8_Samp_79"
"25_Bari1","Plate_8_Samp_8"
"1590_Kalkan","Plate_8_Samp_80"
"1409_Egil","Plate_8_Samp_81"
"3179_Sirnak","Plate_8_Samp_82"
"3236_Sirnak","Plate_8_Samp_83"
"2616_S2Drd","Plate_8_Samp_84"
"2418_Oyali","Plate_8_Samp_85"
"2974_Sirnak","Plate_8_Samp_86"
"3141_Sirnak","Plate_8_Samp_87"
"351_Bari3","Plate_8_Samp_88"
"1051_Cudi2","Plate_8_Samp_89"
"2637_S2Drd","Plate_8_Samp_9"
"2272_Kesentas","Plate_8_Samp_90"
"2823_Savur-Pina","Plate_8_Samp_91"
"3136_Sirnak","Plate_8_Samp_92"
"2361_Oyali","Plate_8_Samp_93"
"197_Bari3","Plate_8_Samp_94"
"531_Cermik","Plate_8_Samp_95"
"298_Bari3","Plate_9_Samp_1"
"1726_Karab","Plate_9_Samp_10"
"2875_Sirna","Plate_9_Samp_11"
"1102_Cudi2","Plate_9_Samp_12"
"2778_Sarikaya","Plate_9_Samp_13"
"1215_Derici","Plate_9_Samp_14"
"2270_Kesentas","Plate_9_Samp_15"
"3266_Sirnak","Plate_9_Samp_16"
"2274_Kesentas","Plate_9_Samp_17"
"1824_Karabace","Plate_9_Samp_18"
"2264_Kesentas","Plate_9_Samp_19"
"1165_Derici","Plate_9_Samp_2"
"378_Bari3","Plate_9_Samp_20"
"2108_Kayatepe","Plate_9_Samp_21"
"2073_Kayatape","Plate_9_Samp_22"
"166_Bari3","Plate_9_Samp_23"
"1841_Karabace","Plate_9_Samp_24"
"2980_Sirnak","Plate_9_Samp_25"
"870_Cudi2","Plate_9_Samp_26"
"1149_Derici","Plate_9_Samp_27"
"654_Cudi1","Plate_9_Samp_28"
"2156_Kesantas","Plate_9_Samp_29"
"1847_Karabace","Plate_9_Samp_3"
"1878_Karabace","Plate_9_Samp_30"
"2246_Kesentas","Plate_9_Samp_31"
"3270_Sirnak","Plate_9_Samp_32"
"1492_Gunas","Plate_9_Samp_33"
"1997_Karabace","Plate_9_Samp_34"
"293_Bari3","Plate_9_Samp_35"
"131_Bari2","Plate_9_Samp_36"
"2065_Kayatape","Plate_9_Samp_37"
"94_Bari2","Plate_9_Samp_38"
"2464_Oyali","Plate_9_Samp_39"
"2561_S2Drd","Plate_9_Samp_4"
"562_Cermik","Plate_9_Samp_40"
"1032_Cudi2","Plate_9_Samp_41"
"2734_Sarikaya","Plate_9_Samp_42"
"510_Besev","Plate_9_Samp_43"
"2611_S2Drd","Plate_9_Samp_44"
"1318_Destek","Plate_9_Samp_45"
"2242_Kesentas","Plate_9_Samp_46"
"487_Besev","Plate_9_Samp_47"
"1131_Derici","Plate_9_Samp_48"
"606_Cudi1","Plate_9_Samp_49"
"1229_Destek","Plate_9_Samp_5"
"3071_Sirnak","Plate_9_Samp_50"
"1073_Cudi2","Plate_9_Samp_51"
"96_Bari2","Plate_9_Samp_52"
"1222_Destek","Plate_9_Samp_53"
"2964_Sirnak","Plate_9_Samp_54"
"2066_Kayatape","Plate_9_Samp_55"
"1939_Karabace","Plate_9_Samp_56"
"2295_Ortan","Plate_9_Samp_57"
"2101_Kayatape","Plate_9_Samp_58"
"58_Bari1","Plate_9_Samp_59"
"1322_Destek","Plate_9_Samp_6"
"3261_Sirnak","Plate_9_Samp_60"
"3169_Sirnak","Plate_9_Samp_61"
"2818_Savur-Pina","Plate_9_Samp_62"
"323_Bari3","Plate_9_Samp_63"
"929_Cudi2","Plate_9_Samp_64"
"110_Bari2","Plate_9_Samp_65"
"3017_Sirnak","Plate_9_Samp_66"
"93_Bari2","Plate_9_Samp_67"
"881_Cudi2","Plate_9_Samp_68"
"1281_Destek","Plate_9_Samp_69"
"2342_Oyali","Plate_9_Samp_7"
"86_Bari2","Plate_9_Samp_70"
"3014_Sirnak","Plate_9_Samp_71"
"2585_S2Drd","Plate_9_Samp_72"
"452_Besev","Plate_9_Samp_73"
"2248_Kesentas","Plate_9_Samp_74"
"2399_Oyali","Plate_9_Samp_75"
"2218_Kesentas","Plate_9_Samp_76"
"1892_Karabace","Plate_9_Samp_77"
"2420_Oyali","Plate_9_Samp_78"
"1763_Karabace","Plate_9_Samp_79"
"260_Bari3","Plate_9_Samp_8"
"3176_Sirnak","Plate_9_Samp_80"
"2709_Sarika","Plate_9_Samp_81"
"1513_Gunas","Plate_9_Samp_82"
"2253_Kesentas","Plate_9_Samp_83"
"546_Cermik","Plate_9_Samp_84"
"2442_Oyali","Plate_9_Samp_85"
"101_Bari2","Plate_9_Samp_86"
"1418_Egil","Plate_9_Samp_87"
"1074_Cudi2","Plate_9_Samp_88"
"783_Cudi1","Plate_9_Samp_89"
"2858_Sirna","Plate_9_Samp_9"
"1028_Cudi2","Plate_9_Samp_90"
"497_Besev","Plate_9_Samp_91"
"729_Cudi1","Plate_9_Samp_92"
"829_Cudi1","Plate_9_Samp_93"
"2074_Kayatape","Plate_9_Samp_94"
"2426_Oyali","Plate_9_Samp_95"
